Pkey,PID,AreaID,CID,Lotnum,ProcName,LayerName,ParameterName,ParameterVaules,SystemTime,UploadTime,Count,Face
188,8,51,206,24133023-01-00,ABF2MPO1,-L3L6,缺點總和,0,2024-01-12 14:31:28.300,2024-01-12 21:14:44.000,0,2
189,8,51,207,24133023-01-00,ABF2MPO1,-L3L6,缺點率,0,2024-01-12 14:31:28.300,2024-01-12 21:14:45.000,0,1
190,8,51,207,24133023-01-00,ABF2MPO1,-L3L6,缺點率,0,2024-01-12 14:31:28.300,2024-01-12 21:14:44.000,0,2
191,8,51,208,24133023-01-00,ABF2MPO1,-L3L6,判定結果,OK,2024-01-12 14:31:28.300,2024-01-12 21:14:54.000,0,1
192,8,51,208,24133023-01-00,ABF2MPO1,-L3L6,判定結果,OK,2024-01-12 14:31:28.300,2024-01-12 21:14:55.000,0,2
193,9,51,197,24133008-01-00,ABF2MPO1,-L3L6,檢驗片數,1,2024-01-12 14:31:28.300,2024-01-12 20:43:29.000,0,1
194,9,51,197,24133008-01-00,ABF2MPO1,-L3L6,檢驗片數,1,2024-01-12 14:31:28.300,2024-01-12 20:43:30.000,0,2
195,9,51,198,24133008-01-00,ABF2MPO1,-L3L6,檢驗板編,1,2024-01-12 14:31:28.300,2024-01-12 20:52:56.000,0,1
196,9,51,198,24133008-01-00,ABF2MPO1,-L3L6,檢驗板編,1,2024-01-12 14:31:28.300,2024-01-12 20:52:56.000,0,2
197,9,51,199,24133008-01-00,ABF2MPO1,-L3L6,片檢驗顆數,256,2024-01-12 14:31:28.300,2024-01-12 21:06:18.000,0,1
198,9,51,199,24133008-01-00,ABF2MPO1,-L3L6,片檢驗顆數,256,2024-01-12 14:31:28.300,2024-01-12 21:06:20.000,0,2
199,9,51,200,24133008-01-00,ABF2MPO1,-L3L6,板面破損,0,2024-01-12 14:31:28.300,2024-01-12 21:14:27.000,0,1
200,9,51,200,24133008-01-00,ABF2MPO1,-L3L6,板面破損,0,2024-01-12 14:31:28.300,2024-01-12 21:14:28.000,0,2
201,9,51,201,24133008-01-00,ABF2MPO1,-L3L6,板面刮傷,0,2024-01-12 14:31:28.300,2024-01-12 21:14:33.000,0,1
202,9,51,201,24133008-01-00,ABF2MPO1,-L3L6,板面刮傷,0,2024-01-12 14:31:28.300,2024-01-12 21:14:32.000,0,2
203,9,51,202,24133008-01-00,ABF2MPO1,-L3L6,手紋印,0,2024-01-12 14:31:28.300,2024-01-12 21:14:34.000,0,1
204,9,51,202,24133008-01-00,ABF2MPO1,-L3L6,手紋印,0,2024-01-12 14:31:28.300,2024-01-12 21:14:34.000,0,2
205,9,51,203,24133008-01-00,ABF2MPO1,-L3L6,板面污染,0,2024-01-12 14:31:28.300,2024-01-12 21:14:39.000,0,1
206,9,51,203,24133008-01-00,ABF2MPO1,-L3L6,板面污染,0,2024-01-12 14:31:28.300,2024-01-12 21:14:38.000,0,2
207,9,51,204,24133008-01-00,ABF2MPO1,-L3L6,其他主缺,0,2024-01-12 14:31:28.300,2024-01-12 21:14:40.000,0,1
208,9,51,204,24133008-01-00,ABF2MPO1,-L3L6,其他主缺,0,2024-01-12 14:31:28.300,2024-01-12 21:14:40.000,0,2
209,9,51,205,24133008-01-00,ABF2MPO1,-L3L6,其他次缺,0,2024-01-12 14:31:28.300,2024-01-12 21:14:47.000,0,1
210,9,51,205,24133008-01-00,ABF2MPO1,-L3L6,其他次缺,0,2024-01-12 14:31:28.300,2024-01-12 21:14:46.000,0,2
211,9,51,206,24133008-01-00,ABF2MPO1,-L3L6,缺點總和,0,2024-01-12 14:31:28.300,2024-01-12 21:14:47.000,0,1
212,9,51,206,24133008-01-00,ABF2MPO1,-L3L6,缺點總和,0,2024-01-12 14:31:28.300,2024-01-12 21:14:46.000,0,2
213,9,51,207,24133008-01-00,ABF2MPO1,-L3L6,缺點率,0,2024-01-12 14:31:28.300,2024-01-12 21:14:47.000,0,1
214,9,51,207,24133008-01-00,ABF2MPO1,-L3L6,缺點率,0,2024-01-12 14:31:28.300,2024-01-12 21:14:46.000,0,2
215,9,51,208,24133008-01-00,ABF2MPO1,-L3L6,判定結果,OK,2024-01-12 14:31:28.300,2024-01-12 21:14:51.000,0,1
216,9,51,208,24133008-01-00,ABF2MPO1,-L3L6,判定結果,OK,2024-01-12 14:31:28.300,2024-01-12 21:14:52.000,0,2
217,10,51,197,24133026-01-00,ABF2MPO1,-L3L6,檢驗片數,3,2024-01-12 14:41:33.853,2024-01-12 20:43:27.000,0,1
218,10,51,197,24133026-01-00,ABF2MPO1,-L3L6,檢驗片數,3,2024-01-12 14:41:33.853,2024-01-12 20:43:27.000,0,2
219,10,51,198,24133026-01-00,ABF2MPO1,-L3L6,檢驗板編,3,2024-01-12 14:41:33.853,2024-01-12 20:52:54.000,0,1
220,10,51,198,24133026-01-00,ABF2MPO1,-L3L6,檢驗板編,3,2024-01-12 14:41:33.853,2024-01-12 20:52:54.000,0,2
221,10,51,199,24133026-01-00,ABF2MPO1,-L3L6,片檢驗顆數,360,2024-01-12 14:41:33.853,2024-01-12 21:39:23.000,0,1
222,10,51,199,24133026-01-00,ABF2MPO1,-L3L6,片檢驗顆數,360,2024-01-12 14:41:33.853,2024-01-12 21:39:25.000,0,2
223,10,51,200,24133026-01-00,ABF2MPO1,-L3L6,板面破損,0,2024-01-12 14:41:33.853,2024-01-12 21:39:28.000,0,1
224,10,51,200,24133026-01-00,ABF2MPO1,-L3L6,板面破損,0,2024-01-12 14:41:33.853,2024-01-12 21:39:28.000,0,2
225,10,51,201,24133026-01-00,ABF2MPO1,-L3L6,板面刮傷,0,2024-01-12 14:41:33.853,2024-01-12 21:39:30.000,0,1
226,10,51,201,24133026-01-00,ABF2MPO1,-L3L6,板面刮傷,0,2024-01-12 14:41:33.853,2024-01-12 21:39:31.000,0,2
227,10,51,202,24133026-01-00,ABF2MPO1,-L3L6,手紋印,0,2024-01-12 14:41:33.853,2024-01-12 21:39:32.000,0,1
228,10,51,202,24133026-01-00,ABF2MPO1,-L3L6,手紋印,0,2024-01-12 14:41:33.853,2024-01-12 21:39:32.000,0,2
229,10,51,203,24133026-01-00,ABF2MPO1,-L3L6,板面污染,0,2024-01-12 14:41:33.853,2024-01-12 21:39:34.000,0,1
230,10,51,203,24133026-01-00,ABF2MPO1,-L3L6,板面污染,0,2024-01-12 14:41:33.853,2024-01-12 21:39:36.000,0,2
231,10,51,204,24133026-01-00,ABF2MPO1,-L3L6,其他主缺,0,2024-01-12 14:41:33.853,2024-01-12 21:39:37.000,0,1
232,10,51,204,24133026-01-00,ABF2MPO1,-L3L6,其他主缺,0,2024-01-12 14:41:33.853,2024-01-12 21:39:37.000,0,2
233,10,51,205,24133026-01-00,ABF2MPO1,-L3L6,其他次缺,0,2024-01-12 14:41:33.853,2024-01-12 21:39:40.000,0,1
234,10,51,205,24133026-01-00,ABF2MPO1,-L3L6,其他次缺,0,2024-01-12 14:41:33.853,2024-01-12 21:39:41.000,0,2
235,10,51,206,24133026-01-00,ABF2MPO1,-L3L6,缺點總和,0,2024-01-12 14:41:33.853,2024-01-12 21:39:40.000,0,1
236,10,51,206,24133026-01-00,ABF2MPO1,-L3L6,缺點總和,0,2024-01-12 14:41:33.853,2024-01-12 21:39:41.000,0,2
237,10,51,207,24133026-01-00,ABF2MPO1,-L3L6,缺點率,0,2024-01-12 14:41:33.853,2024-01-12 21:39:40.000,0,1
238,10,51,207,24133026-01-00,ABF2MPO1,-L3L6,缺點率,0,2024-01-12 14:41:33.853,2024-01-12 21:39:41.000,0,2
239,10,51,208,24133026-01-00,ABF2MPO1,-L3L6,判定結果,OK,2024-01-12 14:41:33.853,2024-01-12 21:39:48.000,0,1
240,10,51,208,24133026-01-00,ABF2MPO1,-L3L6,判定結果,OK,2024-01-12 14:41:33.853,2024-01-12 21:39:55.000,0,2
241,11,51,197,23CL3026-01-00,ABF2MPO1,-L5L12,檢驗片數,2,2024-01-12 14:46:35.717,2024-01-12 20:43:24.000,0,1
242,11,51,197,23CL3026-01-00,ABF2MPO1,-L5L12,檢驗片數,2,2024-01-12 14:46:35.717,2024-01-12 20:43:25.000,0,2
243,11,51,198,23CL3026-01-00,ABF2MPO1,-L5L12,檢驗板編,2,2024-01-12 14:46:35.717,2024-01-12 21:26:25.000,0,1
244,11,51,198,23CL3026-01-00,ABF2MPO1,-L5L12,檢驗板編,2,2024-01-12 14:46:35.717,2024-01-12 20:52:51.000,0,2
245,11,51,199,23CL3026-01-00,ABF2MPO1,-L5L12,片檢驗顆數,256,2024-01-12 14:46:35.717,2024-01-12 21:39:18.000,0,1
246,11,51,199,23CL3026-01-00,ABF2MPO1,-L5L12,片檢驗顆數,256,2024-01-12 14:46:35.717,2024-01-12 21:39:19.000,0,2
247,11,51,200,23CL3026-01-00,ABF2MPO1,-L5L12,板面破損,0,2024-01-12 14:46:35.717,2024-01-12 21:39:29.000,0,1
248,11,51,200,23CL3026-01-00,ABF2MPO1,-L5L12,板面破損,0,2024-01-12 14:46:35.717,2024-01-12 21:39:29.000,0,2
249,11,51,201,23CL3026-01-00,ABF2MPO1,-L5L12,板面刮傷,0,2024-01-12 14:46:35.717,2024-01-12 21:39:30.000,0,1
250,11,51,201,23CL3026-01-00,ABF2MPO1,-L5L12,板面刮傷,0,2024-01-12 14:46:35.717,2024-01-12 21:39:30.000,0,2
251,11,51,202,23CL3026-01-00,ABF2MPO1,-L5L12,手紋印,0,2024-01-12 14:46:35.717,2024-01-12 21:39:33.000,0,1
252,11,51,202,23CL3026-01-00,ABF2MPO1,-L5L12,手紋印,0,2024-01-12 14:46:35.717,2024-01-12 21:39:32.000,0,2
253,11,51,203,23CL3026-01-00,ABF2MPO1,-L5L12,板面污染,0,2024-01-12 14:46:35.717,2024-01-12 21:39:33.000,0,1
254,11,51,203,23CL3026-01-00,ABF2MPO1,-L5L12,板面污染,0,2024-01-12 14:46:35.717,2024-01-12 21:39:33.000,0,2
255,11,51,204,23CL3026-01-00,ABF2MPO1,-L5L12,其他主缺,0,2024-01-12 14:46:35.717,2024-01-12 21:39:39.000,0,1
256,11,51,204,23CL3026-01-00,ABF2MPO1,-L5L12,其他主缺,0,2024-01-12 14:46:35.717,2024-01-12 21:39:38.000,0,2
257,11,51,205,23CL3026-01-00,ABF2MPO1,-L5L12,其他次缺,0,2024-01-12 14:46:35.717,2024-01-12 21:39:39.000,0,1
258,11,51,205,23CL3026-01-00,ABF2MPO1,-L5L12,其他次缺,0,2024-01-12 14:46:35.717,2024-01-12 21:39:40.000,0,2
259,11,51,206,23CL3026-01-00,ABF2MPO1,-L5L12,缺點總和,0,2024-01-12 14:46:35.717,2024-01-12 21:39:39.000,0,1
260,11,51,206,23CL3026-01-00,ABF2MPO1,-L5L12,缺點總和,0,2024-01-12 14:46:35.717,2024-01-12 21:39:40.000,0,2
261,11,51,207,23CL3026-01-00,ABF2MPO1,-L5L12,缺點率,0,2024-01-12 14:46:35.717,2024-01-12 21:39:39.000,0,1
262,11,51,207,23CL3026-01-00,ABF2MPO1,-L5L12,缺點率,0,2024-01-12 14:46:35.717,2024-01-12 21:39:40.000,0,2
263,11,51,208,23CL3026-01-00,ABF2MPO1,-L5L12,判定結果,OK,2024-01-12 14:46:35.717,2024-01-12 21:39:46.000,0,1
264,11,51,208,23CL3026-01-00,ABF2MPO1,-L5L12,判定結果,OK,2024-01-12 14:46:35.717,2024-01-12 21:39:47.000,0,2
355,12,50,209,238O3007-01-41,ABF2CLN1,-L2L5,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,2
356,12,50,209,238O3007-01-41,ABF2CLN1,-L2L5,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,1
357,12,50,210,238O3007-01-41,ABF2CLN1,-L2L5,檢驗板編,0,2024-01-12 14:48:01.830,2024-03-17 02:57:14.000,0,1
358,12,50,210,238O3007-01-41,ABF2CLN1,-L2L5,檢驗板編,,2024-01-12 14:48:01.830,2024-07-17 05:37:49.000,0,2
359,12,50,211,238O3007-01-41,ABF2CLN1,-L2L5,片檢驗顆數,110,2024-01-12 14:48:01.830,2024-01-25 09:48:31.740,0,1
360,12,50,211,238O3007-01-41,ABF2CLN1,-L2L5,片檢驗顆數,110,2024-01-12 14:48:01.830,2024-01-25 09:48:31.750,0,2
361,12,50,212,238O3007-01-41,ABF2CLN1,-L2L5,板面破損,0,2024-01-12 14:48:01.830,2024-03-17 02:58:08.000,0,1
362,12,50,212,238O3007-01-41,ABF2CLN1,-L2L5,板面破損,0,2024-01-12 14:48:01.830,2024-03-17 02:58:08.000,0,2
363,12,50,213,238O3007-01-41,ABF2CLN1,-L2L5,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-17 02:58:13.000,0,1
364,12,50,213,238O3007-01-41,ABF2CLN1,-L2L5,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-17 02:58:13.000,0,2
365,12,50,214,238O3007-01-41,ABF2CLN1,-L2L5,手紋印,0,2024-01-12 14:48:01.830,2024-03-17 02:58:40.000,0,1
366,12,50,214,238O3007-01-41,ABF2CLN1,-L2L5,手紋印,0,2024-01-12 14:48:01.830,2024-03-17 02:58:41.000,0,2
367,12,50,215,238O3007-01-41,ABF2CLN1,-L2L5,板面污染,0,2024-01-12 14:48:01.830,2024-03-17 02:58:42.000,0,1
368,12,50,215,238O3007-01-41,ABF2CLN1,-L2L5,板面污染,0,2024-01-12 14:48:01.830,2024-03-17 02:58:41.000,0,2
369,12,50,216,238O3007-01-41,ABF2CLN1,-L2L5,其他主缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:08.000,0,1
370,12,50,216,238O3007-01-41,ABF2CLN1,-L2L5,其他主缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:08.000,0,2
371,12,50,217,238O3007-01-41,ABF2CLN1,-L2L5,其他次缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:10.000,0,1
372,12,50,217,238O3007-01-41,ABF2CLN1,-L2L5,其他次缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:10.000,0,2
373,12,50,218,238O3007-01-41,ABF2CLN1,-L2L5,缺點總和,0,2024-01-12 14:48:01.830,2024-03-17 02:59:10.000,0,1
374,12,50,218,238O3007-01-41,ABF2CLN1,-L2L5,缺點總和,0,2024-01-12 14:48:01.830,2024-03-17 02:59:10.000,0,2
375,12,50,219,238O3007-01-41,ABF2CLN1,-L2L5,缺點率,0,2024-01-12 14:48:01.830,2024-03-17 02:59:10.000,0,1
376,12,50,219,238O3007-01-41,ABF2CLN1,-L2L5,缺點率,0,2024-01-12 14:48:01.830,2024-03-17 02:59:10.000,0,2
377,12,50,220,238O3007-01-41,ABF2CLN1,-L2L5,判定結果,OK,2024-01-12 14:48:01.830,2024-11-16 07:03:53.000,0,1
378,12,50,220,238O3007-01-41,ABF2CLN1,-L2L5,判定結果,OK,2024-01-12 14:48:01.830,2024-11-16 07:03:53.000,0,2
379,13,50,209,238O3007-01-42,ABF2CLN1,-L2L5,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,1
380,13,50,209,238O3007-01-42,ABF2CLN1,-L2L5,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,2
381,13,50,210,238O3007-01-42,ABF2CLN1,-L2L5,檢驗板編,0,2024-01-12 14:48:01.830,2024-03-17 02:57:15.000,0,1
382,13,50,210,238O3007-01-42,ABF2CLN1,-L2L5,檢驗板編,0,2024-01-12 14:48:01.830,2024-03-17 02:57:15.000,0,2
383,13,50,211,238O3007-01-42,ABF2CLN1,-L2L5,片檢驗顆數,110,2024-01-12 14:48:01.830,2024-01-25 09:48:31.790,0,1
384,13,50,211,238O3007-01-42,ABF2CLN1,-L2L5,片檢驗顆數,110,2024-01-12 14:48:01.830,2024-01-25 09:48:31.797,0,2
385,13,50,212,238O3007-01-42,ABF2CLN1,-L2L5,板面破損,0,2024-01-12 14:48:01.830,2024-03-17 02:58:08.000,0,1
386,13,50,212,238O3007-01-42,ABF2CLN1,-L2L5,板面破損,0,2024-01-12 14:48:01.830,2024-03-17 02:58:07.000,0,2
387,13,50,213,238O3007-01-42,ABF2CLN1,-L2L5,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-17 02:58:14.000,0,1
388,13,50,213,238O3007-01-42,ABF2CLN1,-L2L5,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-17 02:58:14.000,0,2
389,13,50,214,238O3007-01-42,ABF2CLN1,-L2L5,手紋印,0,2024-01-12 14:48:01.830,2024-03-17 02:58:40.000,0,1
390,13,50,214,238O3007-01-42,ABF2CLN1,-L2L5,手紋印,0,2024-01-12 14:48:01.830,2024-03-17 02:58:40.000,0,2
391,13,50,215,238O3007-01-42,ABF2CLN1,-L2L5,板面污染,0,2024-01-12 14:48:01.830,2024-03-17 02:58:42.000,0,1
392,13,50,215,238O3007-01-42,ABF2CLN1,-L2L5,板面污染,0,2024-01-12 14:48:01.830,2024-03-17 02:58:42.000,0,2
393,13,50,216,238O3007-01-42,ABF2CLN1,-L2L5,其他主缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:07.000,0,1
394,13,50,216,238O3007-01-42,ABF2CLN1,-L2L5,其他主缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:07.000,0,2
395,13,50,217,238O3007-01-42,ABF2CLN1,-L2L5,其他次缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:11.000,0,1
396,13,50,217,238O3007-01-42,ABF2CLN1,-L2L5,其他次缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:12.000,0,2
397,13,50,218,238O3007-01-42,ABF2CLN1,-L2L5,缺點總和,0,2024-01-12 14:48:01.830,2024-03-17 02:59:11.000,0,1
398,13,50,218,238O3007-01-42,ABF2CLN1,-L2L5,缺點總和,0,2024-01-12 14:48:01.830,2024-03-17 02:59:12.000,0,2
399,13,50,219,238O3007-01-42,ABF2CLN1,-L2L5,缺點率,0,2024-01-12 14:48:01.830,2024-03-17 02:59:11.000,0,1
400,13,50,219,238O3007-01-42,ABF2CLN1,-L2L5,缺點率,0,2024-01-12 14:48:01.830,2024-03-17 02:59:12.000,0,2
401,13,50,220,238O3007-01-42,ABF2CLN1,-L2L5,判定結果,OK,2024-01-12 14:48:01.830,2024-11-16 07:03:53.000,0,1
402,13,50,220,238O3007-01-42,ABF2CLN1,-L2L5,判定結果,OK,2024-01-12 14:48:01.830,2024-11-16 07:03:53.000,0,2
403,14,50,209,238O3007-01-43,ABF2CLN1,-L2L5,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,1
404,14,50,209,238O3007-01-43,ABF2CLN1,-L2L5,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,2
405,14,50,210,238O3007-01-43,ABF2CLN1,-L2L5,檢驗板編,0,2024-01-12 14:48:01.830,2024-03-17 02:57:15.000,0,1
406,14,50,210,238O3007-01-43,ABF2CLN1,-L2L5,檢驗板編,0,2024-01-12 14:48:01.830,2024-03-17 02:57:15.000,0,2
407,14,50,211,238O3007-01-43,ABF2CLN1,-L2L5,片檢驗顆數,110,2024-01-12 14:48:01.830,2024-01-25 09:48:31.840,0,1
408,14,50,211,238O3007-01-43,ABF2CLN1,-L2L5,片檢驗顆數,110,2024-01-12 14:48:01.830,2024-01-25 09:48:31.850,0,2
409,14,50,212,238O3007-01-43,ABF2CLN1,-L2L5,板面破損,0,2024-01-12 14:48:01.830,2024-03-17 02:58:07.000,0,1
410,14,50,212,238O3007-01-43,ABF2CLN1,-L2L5,板面破損,0,2024-01-12 14:48:01.830,2024-03-17 02:58:07.000,0,2
411,14,50,213,238O3007-01-43,ABF2CLN1,-L2L5,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-17 02:58:14.000,0,1
412,14,50,213,238O3007-01-43,ABF2CLN1,-L2L5,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-17 02:58:15.000,0,2
413,14,50,214,238O3007-01-43,ABF2CLN1,-L2L5,手紋印,0,2024-01-12 14:48:01.830,2024-03-17 02:58:39.000,0,1
414,14,50,214,238O3007-01-43,ABF2CLN1,-L2L5,手紋印,0,2024-01-12 14:48:01.830,2024-03-17 02:58:39.000,0,2
415,14,50,215,238O3007-01-43,ABF2CLN1,-L2L5,板面污染,0,2024-01-12 14:48:01.830,2024-03-17 02:58:43.000,0,1
416,14,50,215,238O3007-01-43,ABF2CLN1,-L2L5,板面污染,0,2024-01-12 14:48:01.830,2024-03-17 02:58:43.000,0,2
417,14,50,216,238O3007-01-43,ABF2CLN1,-L2L5,其他主缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:07.000,0,1
418,14,50,216,238O3007-01-43,ABF2CLN1,-L2L5,其他主缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:06.000,0,2
419,14,50,217,238O3007-01-43,ABF2CLN1,-L2L5,其他次缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:13.000,0,1
420,14,50,217,238O3007-01-43,ABF2CLN1,-L2L5,其他次缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:14.000,0,2
421,14,50,218,238O3007-01-43,ABF2CLN1,-L2L5,缺點總和,0,2024-01-12 14:48:01.830,2024-03-17 02:59:13.000,0,1
422,14,50,218,238O3007-01-43,ABF2CLN1,-L2L5,缺點總和,0,2024-01-12 14:48:01.830,2024-03-17 02:59:14.000,0,2
423,14,50,219,238O3007-01-43,ABF2CLN1,-L2L5,缺點率,0,2024-01-12 14:48:01.830,2024-03-17 02:59:13.000,0,1
424,14,50,219,238O3007-01-43,ABF2CLN1,-L2L5,缺點率,0,2024-01-12 14:48:01.830,2024-03-17 02:59:14.000,0,2
425,14,50,220,238O3007-01-43,ABF2CLN1,-L2L5,判定結果,OK,2024-01-12 14:48:01.830,2024-11-16 07:03:53.000,0,1
426,14,50,220,238O3007-01-43,ABF2CLN1,-L2L5,判定結果,OK,2024-01-12 14:48:01.830,2024-11-16 07:03:53.000,0,2
427,15,50,209,238O3007-01-44,ABF2CLN1,-L2L5,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,1
428,15,50,209,238O3007-01-44,ABF2CLN1,-L2L5,檢驗片數,4,2024-01-12 14:48:01.830,NULL,0,2
429,15,50,210,238O3007-01-44,ABF2CLN1,-L2L5,檢驗板編,0,2024-01-12 14:48:01.830,2024-03-17 02:57:16.000,0,1
430,15,50,210,238O3007-01-44,ABF2CLN1,-L2L5,檢驗板編,0,2024-01-12 14:48:01.830,2024-03-17 02:57:16.000,0,2
431,15,50,211,238O3007-01-44,ABF2CLN1,-L2L5,片檢驗顆數,110,2024-01-12 14:48:01.830,2024-01-25 09:48:31.907,0,1
432,15,50,211,238O3007-01-44,ABF2CLN1,-L2L5,片檢驗顆數,110,2024-01-12 14:48:01.830,2024-01-25 09:48:31.917,0,2
433,15,50,212,238O3007-01-44,ABF2CLN1,-L2L5,板面破損,0,2024-01-12 14:48:01.830,2024-03-17 02:58:06.000,0,1
434,15,50,212,238O3007-01-44,ABF2CLN1,-L2L5,板面破損,0,2024-01-12 14:48:01.830,2024-03-17 02:58:06.000,0,2
435,15,50,213,238O3007-01-44,ABF2CLN1,-L2L5,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-17 02:58:15.000,0,1
436,15,50,213,238O3007-01-44,ABF2CLN1,-L2L5,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-17 02:58:15.000,0,2
437,15,50,214,238O3007-01-44,ABF2CLN1,-L2L5,手紋印,0,2024-01-12 14:48:01.830,2024-03-17 02:58:38.000,0,1
438,15,50,214,238O3007-01-44,ABF2CLN1,-L2L5,手紋印,0,2024-01-12 14:48:01.830,2024-03-17 02:58:39.000,0,2
439,15,50,215,238O3007-01-44,ABF2CLN1,-L2L5,板面污染,0,2024-01-12 14:48:01.830,2024-03-17 02:58:44.000,0,1
440,15,50,215,238O3007-01-44,ABF2CLN1,-L2L5,板面污染,0,2024-01-12 14:48:01.830,2024-03-17 02:58:43.000,0,2
441,15,50,216,238O3007-01-44,ABF2CLN1,-L2L5,其他主缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:06.000,0,1
442,15,50,216,238O3007-01-44,ABF2CLN1,-L2L5,其他主缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:06.000,0,2
443,15,50,217,238O3007-01-44,ABF2CLN1,-L2L5,其他次缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:15.000,0,1
444,15,50,217,238O3007-01-44,ABF2CLN1,-L2L5,其他次缺,0,2024-01-12 14:48:01.830,2024-03-17 02:59:15.000,0,2
445,15,50,218,238O3007-01-44,ABF2CLN1,-L2L5,缺點總和,0,2024-01-12 14:48:01.830,2024-03-17 02:59:15.000,0,1
446,15,50,218,238O3007-01-44,ABF2CLN1,-L2L5,缺點總和,0,2024-01-12 14:48:01.830,2024-03-17 02:59:15.000,0,2
447,15,50,219,238O3007-01-44,ABF2CLN1,-L2L5,缺點率,0,2024-01-12 14:48:01.830,2024-03-17 02:59:15.000,0,1
448,15,50,219,238O3007-01-44,ABF2CLN1,-L2L5,缺點率,0,2024-01-12 14:48:01.830,2024-03-17 02:59:15.000,0,2
449,15,50,220,238O3007-01-44,ABF2CLN1,-L2L5,判定結果,OK,2024-01-12 14:48:01.830,2024-11-16 07:03:53.000,0,1
450,15,50,220,238O3007-01-44,ABF2CLN1,-L2L5,判定結果,OK,2024-01-12 14:48:01.830,2024-11-16 07:03:53.000,0,2
1171,46,50,209,237L3012-01-04,ABF1CLN1,-L2L3,檢驗片數,2,2024-01-12 14:48:01.830,2024-03-15 03:45:50.000,0,1
1172,46,50,209,237L3012-01-04,ABF1CLN1,-L2L3,檢驗片數,2,2024-01-12 14:48:01.830,2024-03-15 03:45:50.000,0,2
1173,46,50,210,237L3012-01-04,ABF1CLN1,-L2L3,檢驗板編,1.2,2024-01-12 14:48:01.830,2024-03-15 03:45:51.000,0,1
1174,46,50,210,237L3012-01-04,ABF1CLN1,-L2L3,檢驗板編,1.2,2024-01-12 14:48:01.830,2024-03-15 03:45:53.000,0,2
1175,46,50,211,237L3012-01-04,ABF1CLN1,-L2L3,片檢驗顆數,870,2024-01-12 14:48:01.830,2024-01-25 09:48:33.753,0,1
1176,46,50,211,237L3012-01-04,ABF1CLN1,-L2L3,片檢驗顆數,870,2024-01-12 14:48:01.830,2024-01-25 09:48:33.767,0,2
1177,46,50,212,237L3012-01-04,ABF1CLN1,-L2L3,板面破損,0,2024-01-12 14:48:01.830,2024-03-15 03:45:55.000,0,1
1178,46,50,212,237L3012-01-04,ABF1CLN1,-L2L3,板面破損,0,2024-01-12 14:48:01.830,2024-03-15 03:45:59.000,0,2
1179,46,50,213,237L3012-01-04,ABF1CLN1,-L2L3,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-15 03:45:56.000,0,1
1180,46,50,213,237L3012-01-04,ABF1CLN1,-L2L3,板面刮傷,0,2024-01-12 14:48:01.830,2024-03-15 03:46:00.000,0,2
1181,46,50,214,237L3012-01-04,ABF1CLN1,-L2L3,手紋印,0,2024-01-12 14:48:01.830,2024-03-15 03:45:56.000,0,1
1182,46,50,214,237L3012-01-04,ABF1CLN1,-L2L3,手紋印,0,2024-01-12 14:48:01.830,2024-03-15 03:46:00.000,0,2
1183,46,50,215,237L3012-01-04,ABF1CLN1,-L2L3,板面污染,0,2024-01-12 14:48:01.830,2024-03-15 03:45:57.000,0,1
1184,46,50,215,237L3012-01-04,ABF1CLN1,-L2L3,板面污染,0,2024-01-12 14:48:01.830,2024-03-15 03:46:01.000,0,2
1185,46,50,216,237L3012-01-04,ABF1CLN1,-L2L3,其他主缺,0,2024-01-12 14:48:01.830,2024-03-15 03:45:57.000,0,1
1186,46,50,216,237L3012-01-04,ABF1CLN1,-L2L3,其他主缺,0,2024-01-12 14:48:01.830,2024-03-15 03:46:01.000,0,2
