Pkey,AreaID,PID,Area,ProcName,Password,ParameterName,EnglishName,isQuery,QID,isRequire,DefaultValues,hasFace,OnlyDisplay,Enable,CreateTime,UpdateTime
445,64,2,SAPNOV #6~#8,NULL,,Panel_PCS,,1,313,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
446,64,3,SAPNOV #6~#8,NULL,,狀態 進料/首件/製程中/出料,Status Incoming/First item/Production,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
447,64,4,SAPNOV #6~#8,NULL,,抽驗板編,Testing No,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
448,64,5,SAPNOV #6~#8,NULL,,板面異色,Contamination on panel,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
449,64,6,SAPNOV #6~#8,NULL,,其他,Others,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
450,64,7,SAPNOV #6~#8,NULL,,缺點數總和,,1,75,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
451,64,8,SAPNOV #6~#8,NULL,,缺點率,Defect Rate,1,76,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
452,64,9,SAPNOV #6~#8,NULL,,判定結果,OK / NG,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
453,64,10,SAPNOV #6~#8,NULL,,檢驗者,Check,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
454,65,1,LTHACD #1,NULL,,首片片號,First panel no.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
455,65,2,LTHACD #1,NULL,,檢驗者,Check,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
458,65,5,LTHACD #1,NULL,,預熱機溫度,Temp. of Preheater,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
459,66,1,LTHACD #2,NULL,,首片片號,First panel no.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
460,66,2,LTHACD #2,NULL,,檢驗者,Check,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
463,66,5,LTHACD #2,NULL,,預熱機溫度,Temp. of Preheater,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
464,67,1,LTHACD #3~#4,NULL,,首片片號,First panel no.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
465,67,2,LTHACD #3~#4,NULL,,檢驗者,Check,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
468,67,5,LTHACD #3~#4,NULL,,預熱機溫度,Temp. of Preheater,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
469,68,1,LTHUDI #4~#5,NULL,,上流數量,M/C PF Qty,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
470,68,2,LTHUDI #4~#5,NULL,,下流數量,M/C PB Qty,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
471,68,3,LTHUDI #4~#5,NULL,,第一次為準批退片數,First REWORK,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
472,68,4,LTHUDI #4~#5,NULL,,對位精度,Tol.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
473,68,5,LTHUDI #4~#5,NULL,,首片片號,First panel no.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
474,68,6,LTHUDI #4~#5,NULL,,檢測項目,Inspection,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
475,69,1,LTHUDI #2~#3,NULL,,上流數量,M/C PF Qty,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
476,69,2,LTHUDI #2~#3,NULL,,下流數量,M/C PB Qty,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
477,69,3,LTHUDI #2~#3,NULL,,第一次為準批退片數,First REWORK,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
478,69,4,LTHUDI #2~#3,NULL,,對位精度,Tol.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
479,69,5,LTHUDI #2~#3,NULL,,首片片號,First panel no.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
480,69,6,LTHUDI #2~#3,NULL,,檢測項目,Inspection,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
481,70,1,LTHUDI #6~#8,NULL,,上流數量,M/C PF Qty,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
482,70,2,LTHUDI #6~#8,NULL,,下流數量,M/C PB Qty,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
483,70,3,LTHUDI #6~#8,NULL,,第一次為準批退片數,First REWORK,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
484,70,4,LTHUDI #6~#8,NULL,,對位精度,Tol.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
485,70,5,LTHUDI #6~#8,NULL,,首片片號,First panel no.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
486,70,6,LTHUDI #6~#8,NULL,,檢測項目,Inspection,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
487,71,1,LTHDFV #1,NULL,,狀態 進料/首件/製程中/出料,Status Incoming/First item/Production,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
488,71,2,LTHDFV #1,NULL,,檢驗片號,Inspection No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
489,71,3,LTHDFV #1,NULL,,Panel_PCS,,1,314,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
490,71,4,LTHDFV #1,NULL,,PF顯影不潔,Undeveloping,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
491,71,5,LTHDFV #1,NULL,,PF乾膜反沾,Dry Flim Stuck,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
492,71,6,LTHDFV #1,NULL,,PF其他,Others,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
493,71,7,LTHDFV #1,NULL,,PB顯影不潔,Undeveloping,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
494,71,8,LTHDFV #1,NULL,,PB乾膜反沾,Dry Flim Stuck,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
495,71,9,LTHDFV #1,NULL,,PB其他,Others,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
496,71,10,LTHDFV #1,NULL,,缺點總和,Defect Total,1,77,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
497,71,11,LTHDFV #1,NULL,,缺點率,Defect Rate,1,110,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
498,71,12,LTHDFV #1,NULL,,判定結果,OK / NG,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
499,71,13,LTHDFV #1,NULL,,檢驗者,Check,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
500,71,14,LTHDFV #1,NULL,,確認者,Confirm No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
501,72,1,LTHDFV #3,NULL,,狀態 進料/首件/製程中/出料,Status Incoming/First item/Production,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
502,72,2,LTHDFV #3,NULL,,檢驗片號,Inspection No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
503,72,3,LTHDFV #3,NULL,,Panel_PCS,,1,315,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
504,72,4,LTHDFV #3,NULL,,PF顯影不潔,Undeveloping,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
505,72,5,LTHDFV #3,NULL,,PF乾膜反沾,Dry Flim Stuck,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
506,72,6,LTHDFV #3,NULL,,PF其他,Others,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
507,72,7,LTHDFV #3,NULL,,PB顯影不潔,Undeveloping,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
508,72,8,LTHDFV #3,NULL,,PB乾膜反沾,Dry Flim Stuck,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
509,72,9,LTHDFV #3,NULL,,PB其他,Others,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
510,72,10,LTHDFV #3,NULL,,缺點總和,Defect Total,1,78,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
511,72,11,LTHDFV #3,NULL,,缺點率,Defect Rate,1,111,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
512,72,12,LTHDFV #3,NULL,,判定結果,OK / NG,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
513,72,13,LTHDFV #3,NULL,,檢驗者,Check,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
514,72,14,LTHDFV #3,NULL,,確認者,Confirm No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
515,73,1,LTHDFV #4 ~# 5,NULL,,狀態 進料/首件/製程中/出料,Status Incoming/First item/Production,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
516,73,2,LTHDFV #4 ~# 5,NULL,,檢驗片號,Inspection No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
517,73,3,LTHDFV #4 ~# 5,NULL,,Panel_PCS,,1,316,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
518,73,4,LTHDFV #4 ~# 5,NULL,,PF顯影不潔,Undeveloping,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
519,73,5,LTHDFV #4 ~# 5,NULL,,PF乾膜反沾,Dry Flim Stuck,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
520,73,6,LTHDFV #4 ~# 5,NULL,,PF其他,Others,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
521,73,7,LTHDFV #4 ~# 5,NULL,,PB顯影不潔,Undeveloping,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
522,73,8,LTHDFV #4 ~# 5,NULL,,PB乾膜反沾,Dry Flim Stuck,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
523,73,9,LTHDFV #4 ~# 5,NULL,,PB其他,Others,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
524,73,10,LTHDFV #4 ~# 5,NULL,,缺點總和,Defect Total,1,79,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
525,73,11,LTHDFV #4 ~# 5,NULL,,缺點率,Defect Rate,1,112,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
526,73,12,LTHDFV #4 ~# 5,NULL,,判定結果,OK / NG,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
527,73,13,LTHDFV #4 ~# 5,NULL,,檢驗者,Check,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
528,73,14,LTHDFV #4 ~# 5,NULL,,確認者,Confirm No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
529,19,1,SMKCLN,NULL,,板厚,Core thickness,1,138,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
530,19,2,SMKCLN,NULL,,下料抽檢,Chick Pnl No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
531,19,3,SMKCLN,NULL,,斜線型/直線型/板面汙染/小斑點,Diagonal line/Straight line/Pollution/Stain,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
532,19,4,SMKCLN,NULL,,銅面刮傷,Cu Scratch,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
534,19,5,SMKCLN,NULL,,加抽板號,Inspection Pnl No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
535,19,8,SMKCLN,NULL,,烤爐,Oven No.,1,325,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
536,20,1,SMKMEC(CZ#1.2),NULL,,目檢片號,IPQC NO.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
537,20,2,SMKMEC(CZ#1.2),NULL,,咬蝕量,Etching amount,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
538,20,3,SMKMEC(CZ#1.2),NULL,,Ra值,,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
539,20,4,SMKMEC(CZ#1.2),NULL,,量測送件紀錄,Measurement Record,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
540,20,5,SMKMEC(CZ#1.2),NULL,,線速 m/min,Line Speed m/min,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
549,21,1,SMKMEC(CZ#3),NULL,,目檢片號,IPQC NO.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
550,21,2,SMKMEC(CZ#3),NULL,,咬蝕量,Etching Amount,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
551,21,3,SMKMEC(CZ#3),NULL,,Ra值,,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
552,21,4,SMKMEC(CZ#3),NULL,,量測送件紀錄,Measurement Record,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
553,21,5,SMKMEC(CZ#3),NULL,,線速 m/min,Line Speed m/min,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
563,22,1,SMKPTR(RC#8.9),NULL,,油墨(OP),Ink,1,143,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
564,22,2,SMKPTR(RC#8.9),NULL,,板厚輸入(OP),Thickness,1,139,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
565,22,3,SMKPTR(RC#8.9),NULL,,Coater #8 Baking 投料開始時間,Coater #8 Baking start time,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
566,22,4,SMKPTR(RC#8.9),NULL,,Coater #8 Baking 投料結束時間,Coater #8 Baking finish time,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
567,22,5,SMKPTR(RC#8.9),NULL,,Coater #9 Baking 投料開始時間,Coater #9 Baking start time,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
568,22,6,SMKPTR(RC#8.9),NULL,,Coater #9 Baking 投料結束時間,Coater #9 Baking finish time,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
569,22,7,SMKPTR(RC#8.9),NULL,,Coater #8 Roller 規格/參數,Coater #8 Mesh/Recipe,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
570,22,8,SMKPTR(RC#8.9),NULL,,Coater #8 Roller 編號,Coater #8 Roller No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
571,22,9,SMKPTR(RC#8.9),NULL,,Coater #8 前Roller片數,Coater #8 Right Roller piece,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
572,22,10,SMKPTR(RC#8.9),NULL,,Coater #8 後Roller片數,Coater #8 Left Roller piece,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
573,22,11,SMKPTR(RC#8.9),NULL,,Coater #8 滾輪拉力左側 (0.5±0.3 kg),Coater #8 Roller pull test(left range) (0.5±0.3 kg),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
574,22,12,SMKPTR(RC#8.9),NULL,,Coater #8 滾輪拉力右側 (0.5±0.3 kg),Coater #8 Roller pull test(right range) (0.5±0.3 kg),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
575,22,13,SMKPTR(RC#8.9),NULL,,Coater #8 濕重,Coater #8 Weight,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
576,22,14,SMKPTR(RC#8.9),NULL,,Coater #8 油墨罐號,Coater #8 Lot no.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
577,22,15,SMKPTR(RC#8.9),NULL,,Coater #8 油墨批號,Coater #8 Can no.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
579,87,2,SAW,NULL,,Plasma 是否完成,Plasma finish or not,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
580,87,3,SAW,NULL,,治具,Jig,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
581,87,4,SAW,NULL,,真空值,Vacuum value,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
582,87,5,SAW,NULL,,Tray 型式,Tray Type,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
583,87,6,SAW,NULL,,Z1刀具編號,Z1 Knives No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
584,87,7,SAW,NULL,,Z1 生產前,Z1 Before production,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
585,87,8,SAW,NULL,,生產後,Z1 After production,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
586,87,9,SAW,NULL,,Z2 刀具編號,Z2 Knives No.,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
587,87,10,SAW,NULL,,Z2 生產前,Z2 Before production,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
588,87,11,SAW,NULL,,Z2 生產後,Z2 After production,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
589,87,12,SAW,NULL,,檢驗量(進料),Inspection quantity(input),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
590,87,13,SAW,NULL,,刮傷(進料),Scratch(input),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
591,87,14,SAW,NULL,,壓傷(進料),Crushing(input),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
592,87,15,SAW,NULL,,污染變色氧化(進料),Color change(input),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
593,87,16,SAW,NULL,,Bump 異物、受損(進料),Bump foreign body、damage(input),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
594,87,17,SAW,NULL,,綠漆異物、受損(進料),SM foreign body、damage(input),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
595,87,18,SAW,NULL,,檢驗量(出料),Inspection quantity(output),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
596,87,19,SAW,NULL,,刮傷(出科),Scratch(output),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
597,87,20,SAW,NULL,,壓傷(出料),Crushing(output),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
598,87,21,SAW,NULL,,污染變色氧化(出料),Color change(output),0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
599,87,22,SAW,NULL,,崩缺,Chip out,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
600,87,23,SAW,NULL,,Bump 異物、受損,Bump foreign body、damage,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
601,87,24,SAW,NULL,,綠漆異物、受損,SM foreign body、damage,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
602,87,25,SAW,NULL,,壓痕,Indentation,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
603,87,26,SAW,NULL,,斜切,Cut offset,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
604,87,27,SAW,NULL,,切偏露銅,Cut offset exposed copper,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
605,87,28,SAW,NULL,,缺點率(進料),,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
606,87,29,SAW,NULL,,視覺系統,Vision system,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
607,87,30,SAW,NULL,,結批後Vision NG數,After finish vision NG,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
608,87,31,SAW,NULL,,Sorting後OK數量,After sorting OK,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
609,87,32,SAW,NULL,,Sorting後NG數量,After sorting NG,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
610,87,33,SAW,NULL,,單/雙刀,Single/pair knife,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
611,87,34,SAW,NULL,,Mahr,,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
612,87,35,SAW,NULL,,領班/人員,Leader/operator,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
613,87,36,SAW,NULL,,Z1 刀具編號(第一次換刀),Z1 knives No.(First time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
614,87,37,SAW,NULL,,Z1 下刀狀況(第一次換刀),Z1 Status (First time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
615,87,38,SAW,NULL,,Z1 生產前 (第一次換刀),Z1 Before production (First time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
616,87,39,SAW,NULL,,Z1 生產後 (第一次換刀),Z1 After production (First time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
617,87,40,SAW,NULL,,Z2 刀具編號(第一次換刀),Z2 knives No. (First time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
618,87,41,SAW,NULL,,Z2 下刀狀況(第一次換刀),Z2 Status (First time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
619,87,42,SAW,NULL,,Z2 生產前 (第一次換刀),Z2 Before production (First time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
620,87,43,SAW,NULL,,Z2 生產後 (第一次換刀),Z2 After production (First time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
621,87,44,SAW,NULL,,Z1 刀具編號(第二次換刀),Z1 knives No.(Second time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
622,87,45,SAW,NULL,,Z1 下刀狀況(第二次換刀),Z1 Status (Second time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
623,87,46,SAW,NULL,,Z1 生產前 (第二次換刀),Z1 Before production (Second time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
624,87,47,SAW,NULL,,Z1 生產後 (第二次換刀),Z1 After production (Second time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
625,87,48,SAW,NULL,,Z2 刀具編號(第二次換刀),Z2 knives No.(Second time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
626,87,49,SAW,NULL,,Z2 下刀狀況(第二次換刀),Z2 Status (Second time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
627,87,50,SAW,NULL,,Z2 生產前 (第二次換刀),Z2 Before production (Second time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
628,87,51,SAW,NULL,,Z2 生產後 (第二次換刀),Z2 After production (Second time change knife),0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
629,87,52,SAW,NULL,,停機說明,Shutdown Instruction,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
630,87,53,SAW,NULL,,停機開始時間,Shutdown start time,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
631,87,54,SAW,NULL,,停機結束時間,Shutdown finish time,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
632,87,55,SAW,NULL,,停機,Shutdown time,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
633,87,56,SAW,NULL,,停機項目,Shutdown project,0,0,1,NA,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
634,87,57,SAW,NULL,,K0038 刀痕沒找到,K0038 knife traces not found,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
635,87,58,SAW,NULL,,K0039 刀痕偏離中心,K0039 knife traces off center,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
636,87,59,SAW,NULL,,K0040 刀痕太寬,K0040 knife traces too wide,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
637,87,60,SAW,NULL,,K0041 太窄,K0041 too narrow,0,0,1,,NULL,0,1,2024-06-19 17:11:46.383,2024-06-19 17:11:46.383
